zip,address,databaseID,price,bedrooms,bathroom,sqft,lat,lng,ancherRating,jamesRating,classification,source
16101,2021-Martha-St-New-Castle-PA-16101,5e791f201f19d194c8a02186,79900,3,1,1280,40.9761398,-80.3519987,rich,rich,rich,both
16101,1012-Dewey-Ave-New-Castle-PA-16101,5e79240d1f19d194c8a0219c,50000,4,1,1362,41.0081937,-80.3264678,medium,medium,medium,both
16101,1021-Old-Princeton-Rd-New-Castle-PA-16101,5e791c751f19d194c8a02179,169900,3,2,1375,40.970868,-80.3058373,rich,rich,rich,both
16101,3-Denvue-Dr-New-Castle-PA-16101,5e791e121f19d194c8a02180,220000,2,2,2466,40.9583468,-80.3259891,rich,rich,rich,both
16101,728-Oak-St-New-Castle-PA-16101,5e792c021f19d194c8a021bf,54800,2,1,1344,40.99621,-80.3320816,medium,medium,medium,both
16101,1429-W-Washington-St-New-Castle-PA-16101,5e7930d31f19d194c8a021d5,49900,3,1,957,40.9967795,-80.369932,medium,medium,medium,both
16101,947-Old-Princeton-Rd-New-Castle-PA-16101,5e7921101f19d194c8a0218e,289900,3,3,2322,40.9715651,-80.3102812,rich,rich,rich,both
16101,823-E-Lutton-St-New-Castle-PA-16101,5e7935561f19d194c8a021eb,60000,3,1,1368,40.989868,-80.3319075,medium,medium,medium,both
16101,39-Upper-Idlewild-Dr-New-Castle-PA-16101,5e7938eb1f19d194c8a021fc,64589,3,1,1060,41.01096,-80.3839367,medium,medium,medium,both
16101,407-Miller-Ave-New-Castle-PA-16101,5e791a2d1f19d194c8a02171,137500,3,3,1823,41.000617,-80.370136,rich,rich,rich,both
16101,318-Sycamore-St-New-Castle-PA-16101,5e7929361f19d194c8a021b0,22500,3,1,1176,41.0005745,-80.3457274,poor,poor,poor,both
16101,937-Temple-Ave-New-Castle-PA-16101,5e792f7f1f19d194c8a021ce,30900,3,2,1152,40.9836072,-80.3210169,poor,poor,poor,both
16101,418-Electric-St-New-Castle-PA-16101,5e7924701f19d194c8a0219e,19900,3,1,1415,40.9832058,-80.3403383,poor,poor,poor,both
16101,462-N-Croton-Ave-464-New-Castle-PA-16101,5e9d6da7590ccc52909b8c8b,35000,4,2,1356,41.0012128,-80.3379477,poor,poor,poor,both
16101,539-Continental-Ln-New-Castle-PA-16101,5e792ce21f19d194c8a021c2,55000,3,2,840,41.0079324,-80.3009804,medium,medium,medium,both
16101,817-Dushane-St-New-Castle-PA-16101,5e792fa61f19d194c8a021cf,49900,2,1,1048,40.991509,-80.3346925,medium,medium,medium,both
16101,1605-W-State-St-New-Castle-PA-16101,5e9d6b94590ccc52909b8c7e,89900,3,2,1358,41.0054225,-80.3719328,rich,rich,rich,both
16101,910-Rose-Ave-New-Castle-PA-16101,5e791db81f19d194c8a0217e,57500,4,1,2320,40.9852181,-80.3249446,medium,medium,medium,both
16101,1427-W-Washington-St-New-Castle-PA-16101,5e792cb31f19d194c8a021c1,59900,3,1,1232,40.9967685,-80.3698015,medium,medium,medium,both
16101,61-High-St-New-Castle-PA-16101,5e7931cb1f19d194c8a021da,49900,3,1,1164,40.9908478,-80.3582633,medium,medium,medium,both
16101,711-Neal-St-New-Castle-PA-16101,5e9d6ad8590ccc52909b8c7b,85000,4,3,2483,40.9924404,-80.3423833,rich,rich,rich,both
16101,1715-E-Washington-St-New-Castle-PA-16101,5e9d6bbc590ccc52909b8c7f,29900,3,2,1399,40.9820973,-80.3226816,poor,poor,poor,both
16101,302-E-Winter-Ave-New-Castle-PA-16101,5e791b701f19d194c8a02175,64900,3,2,1492,41.0120423,-80.3408496,medium,medium,medium,both
16101,206-Bill-Dr-New-Castle-PA-16101,5e7924991f19d194c8a0219f,74900,3,2,1568,41.0271255,-80.194385,rich,rich,rich,both
16101,416-Epworth-St-New-Castle-PA-16101,5e791e711f19d194c8a02182,25000,3,1,1248,40.9959074,-80.3396095,poor,poor,poor,both
16101,7-Walter-St-New-Castle-PA-16101,5e7932e91f19d194c8a021de,45000,2,1,1502,40.9928761,-80.3592747,medium,medium,medium,both
16101,1713-Hart-St-New-Castle-PA-16101,5e792e0c1f19d194c8a021c8,65000,2,1,1928,40.9976964,-80.3748034,rich,rich,rich,both
16101,419-Uber-St-New-Castle-PA-16101,5e7930041f19d194c8a021d1,35000,3,1,1410,40.9904332,-80.3400011,poor,poor,poor,both
16101,917-Adams-St-New-Castle-PA-16101,5e7931001f19d194c8a021d6,49900,3,1,1392,40.9865366,-80.3252928,medium,medium,medium,both
16101,324-Park-Ave-New-Castle-PA-16101,5e791f691f19d194c8a02187,29900,4,2,1361,41.0084088,-80.3387392,poor,poor,poor,both
16101,933-Warren-Ave-New-Castle-PA-16101,5e7921481f19d194c8a0218f,59900,3,1,1649,40.9848171,-80.3225075,medium,medium,medium,both
16101,916-S-Jefferson-St-New-Castle-PA-16101,5e792d041f19d194c8a021c3,29000,2,1,1088,40.9898994,-80.3469954,poor,poor,poor,both
16101,807-Allegheny-Ave-New-Castle-PA-16101,5e7929651f19d194c8a021b1,119900,4,2,1070,40.9743226,-80.3212889,rich,rich,rich,both
16101,1003-Winslow-Ave-New-Castle-PA-16101,5e7933e81f19d194c8a021e3,73000,3,2,1516,40.9897078,-80.3253798,rich,rich,rich,both
16101,837-Allegheny-Ave-New-Castle-PA-16101,5e791c9d1f19d194c8a0217a,85900,3,1,816,40.9741143,-80.3188176,rich,rich,rich,both
16101,112-Smithfield-St-New-Castle-PA-16101,5e9d6c91590ccc52909b8c84,17900,3,1,1566,40.9972798,-80.3610147,poor,poor,poor,both
16101,1105-Matilda-Ave-New-Castle-PA-16101,5e7923791f19d194c8a02199,149900,3,2,2262,40.9921047,-80.369149,rich,rich,rich,both
16101,408-Laurel-Blvd-New-Castle-PA-16101,5e792f351f19d194c8a021cd,58000,3,2,1464,41.0093908,-80.3369552,medium,medium,medium,both
16101,229-E-Leasure-Ave-New-Castle-PA-16101,5e79231c1f19d194c8a02197,139900,3,2,1748,41.0133765,-80.3406973,rich,rich,rich,both
16101,1304-Sunny-Ave-New-Castle-PA-16101,5e792a731f19d194c8a021b6,34900,3,2,1248,40.990706,-80.360726,poor,poor,poor,both
16101,242-Elmwood-St-New-Castle-PA-16101,5e7929b81f19d194c8a021b3,33900,4,1,1680,40.9875992,-80.3578391,poor,poor,poor,both
16101,716-Monroe-St-New-Castle-PA-16101,5e7934971f19d194c8a021e6,59900,2,2,1210,40.9927942,-80.3359218,medium,medium,medium,both
16101,1010-Pollock-Ave-New-Castle-PA-16101,5e9d6b4a590ccc52909b8c7c,15000,3,2,1400,40.9888172,-80.3412194,poor,poor,poor,both
16101,406-Fern-St-New-Castle-PA-16101,5e7930aa1f19d194c8a021d4,59900,2,1,932,41.0061574,-80.3231603,medium,medium,medium,both
28358,905-Glenn-St-Lumberton-NC-28358,5e79aa4e1f19d194c8a02345,59900,4,1,1073,34.6265574,-79.0149501,poor,poor,poor,both
28358,2801-N-Kenan-Ave-Lumberton-NC-28358,5e9d7fa1590ccc52909b8cde,148000,3,3,2147,34.6376098,-79.0165178,rich,rich,rich,both
28358,705-Amberleaf-Dr-Lumberton-NC-28358,5e79a9931f19d194c8a02342,169900,3,2,1522,34.6544148,-78.987948,rich,rich,rich,both
28358,500-W-28th-St-Lumberton-NC-28358,5e9d84e3590ccc52909b8cf9,125000,3,2,1428,34.6374861,-79.0139787,medium,medium,medium,both
28358,3605-N-Walnut-St-Lumberton-NC-28358,5e79a0ee1f19d194c8a02320,145000,3,2,1599,34.6434964,-79.0039981,rich,rich,rich,both
28358,85-Todd-Farm-Rd-Lumberton-NC-28358,5e79a36e1f19d194c8a02329,135000,4,2,1848,34.560749,-78.8985919,medium,medium,medium,both
28358,113-Charles-St-Lumberton-NC-28358,5e79a8f11f19d194c8a02340,122500,4,2,729,34.6268653,-79.0112849,medium,medium,medium,both
28358,103-Red-Oak-Ct-Lumberton-NC-28358,5e79a5751f19d194c8a02331,299900,4,2,2982,34.6632059,-78.9897764,rich,rich,rich,both
28358,1326-Oakridge-Blvd-Lumberton-NC-28358,5e9d8513590ccc52909b8cfa,499900,3,4,2857,34.6630559,-78.9853151,rich,rich,rich,both
28358,415-Warwick-Mills-Road-Lumberton-NC-28358,5e79a8b11f19d194c8a0233f,29900,2,1,801,34.6119822,-78.9772312,poor,poor,poor,both
28358,208-W-21st-St-Lumberton-NC-28358,5e9d8316590ccc52909b8cee,67500,2,1,912,34.6322429,-79.0103134,poor,poor,poor,both
28358,1102-Byrd-Ave-Lumberton-NC-28358,5e9d82d8590ccc52909b8ced,115000,4,2,1391,34.6246347,-78.9909689,medium,medium,medium,both
28358,514-E-8th-St-Lumberton-NC-28358,5e79a2ed1f19d194c8a02326,29000,2,1,1080,34.6220555,-79.0020549,poor,poor,poor,both
28358,305-E-14th-St-Lumberton-NC-28358,5e79aa0f1f19d194c8a02344,107000,3,2,1909,34.6269217,-79.0053231,medium,medium,medium,both
28358,2905-Olsen-Dr-Lumberton-NC-28358,5e79ad4a1f19d194c8a02350,44500,2,1,777,34.6211977,-79.0459336,poor,poor,poor,both
28358,260-John-Henry-Lee-Rd-Lumberton-NC-28358,5e79a5ad1f19d194c8a02332,94900,2,2,1232,34.6305825,-78.9442702,medium,medium,medium,both
28358,210-Baymeadow-Bnd-Lumberton-NC-28358,5e9d7f12590ccc52909b8cdb,268500,3,2,--,34.6562981,-78.9840444,rich,rich,rich,both
28358,1002-James-St-Lumberton-NC-28358,5e9d7f3b590ccc52909b8cdc,89900,3,1,1822,34.627327,-79.014584,poor,poor,poor,both
28358,210-Baymeadow-Bnd-LOT-45-Lumberton-NC-28358,5e79a1351f19d194c8a02321,268500,3,2,2201,34.6562981,-78.9840444,rich,rich,rich,both
28358,205-W-22nd-St-Lumberton-NC-28358,5e79a2bd1f19d194c8a02325,119900,3,2,1800,34.6325484,-79.0099159,medium,medium,medium,both
28358,63-Mckinnon-Rollin-Rd-Lumberton-NC-28358,5e79a8881f19d194c8a0233e,49500,3,1,864,34.586449,-78.898467,poor,poor,poor,both
28358,706-E-8th-St-Lumberton-NC-28358,5e79a6e51f19d194c8a02336,45900,2,1,1232,34.6219694,-78.9992283,poor,poor,poor,both
28358,355-Newgate-St-Lumberton-NC-28358,5e79a3de1f19d194c8a0232b,279999,4,4,3301,34.6476066,-79.0027174,rich,rich,rich,both
28358,3515-Rosewood-Dr-Lumberton-NC-28358,5e79a9321f19d194c8a02341,184900,4,3,2039,34.6420747,-79.0010391,rich,rich,rich,both
28358,4020-N-Walnut-St-Lumberton-NC-28358,5e79a41a1f19d194c8a0232c,269000,3,2,2000,34.6495486,-79.0031811,rich,rich,rich,both
28358,400-Cambridge-Blvd-Lumberton-NC-28358,5e79ac4e1f19d194c8a0234c,409000,6,5,3638,34.6656802,-78.9930449,rich,rich,rich,both
28358,1607-Linden-Ln-Lumberton-NC-28358,5e79a7601f19d194c8a02338,286500,3,3,2466,34.6575269,-78.9838635,rich,rich,rich,both
28358,3002-N-Floyd-Ave-Lumberton-NC-28358,5e9d8374590ccc52909b8cf0,189000,3,2,2926,34.63914,-79.0100926,rich,rich,rich,both
28358,906-E-12th-St-Lumberton-NC-28358,5e79aaf01f19d194c8a02348,59900,3,2,1157,34.6247988,-78.9951208,poor,poor,poor,both
28358,3707-Cliffridge-Dr-APT-4-Lumberton-NC-28358,5e79ad201f19d194c8a0234f,64900,2,2,1020,34.6431024,-78.9920098,poor,poor,poor,both
28358,437-Mercer-Mill-Rd-Lumberton-NC-28358,5e9d80e4590ccc52909b8ce3,100000,3,2,1218,34.6204845,-78.8788012,medium,medium,medium,both
28358,307-Highland-Ave-Lumberton-NC-28358,5e79a62c1f19d194c8a02333,127000,3,2,1995,34.6429855,-79.004484,medium,medium,medium,both
28358,416-Londonderry-Dr-Lumberton-NC-28358,5e79a7191f19d194c8a02337,389900,4,4,3350,34.6692531,-78.989158,rich,rich,rich,both
28358,4902-Live-Oak-Ln-Lumberton-NC-28358,5e9d81fc590ccc52909b8ce8,360000,4,4,3125,34.6597375,-78.9875457,rich,rich,rich,both
28358,5102-Willow-Oak-Dr-Lumberton-NC-28358,5e9d834c590ccc52909b8cef,379500,3,4,3585,34.6623097,-78.9886058,rich,rich,rich,both
28358,19-Independence-Dr-19-Lumberton-NC-28358,5e79ab4c1f19d194c8a0234a,93000,2,2,--,34.6624462,-79.0018946,medium,medium,medium,both
28358,1380-E-8th-St-Lumberton-NC-28358,5e79a78c1f19d194c8a02339,95000,3,2,1277,34.6217224,-78.9894672,medium,medium,medium,both
28358,1325-Hardin-Rd-Lumberton-NC-28358,5e9d810e590ccc52909b8ce4,139900,3,2,1261,34.6279159,-78.9887825,rich,rich,rich,both
28358,105-New-Kent-St-Lumberton-NC-28358,5e79a4e61f19d194c8a0232e,171900,3,3,2151,34.6507315,-79.004219,rich,rich,rich,both
28358,305-Oxford-Rd-Lumberton-NC-28358,5e79a4c41f19d194c8a0232d,399990,6,4,3735,34.6645334,-78.9973292,rich,rich,rich,both
28358,323-Londonderry-Dr-Lumberton-NC-28358,5e9d8096590ccc52909b8ce2,369000,3,6,3491,34.6711184,-78.9901491,rich,rich,rich,both
30315,2075-Meador-Ave-SE-Atlanta-GA-30315,5e7c9990ccaa4a3ba0beb64c,115636,2,1,975,33.6975152,-84.380612,poor,poor,poor,both
30315,1227-Grant-St-SE-Atlanta-GA-30315,5e9ea0d66958536158e47d85,229900,2,1,1460,33.7211365,-84.376896,medium,medium,medium,both
30315,395-Pratt-Dr-SE-UNIT-803-Atlanta-GA-30315,5e7c9243ccaa4a3ba0beb620,413900,2,2,1710,33.7249462,-84.3765884,rich,rich,rich,both
30315,397-Nolan-St-SE-Atlanta-GA-30315,5e7c8001ccaa4a3ba0beb5b7,375000,3,3,1520,33.7187001,-84.3750071,rich,rich,rich,both
30315,501-Burroughs-St-SE-Atlanta-GA-30315,5e7c8b2dccaa4a3ba0beb5f8,350000,3,3,1581,33.7173207,-84.3714756,rich,rich,rich,both
30315,391-Pratt-Dr-SE-FAXF1V-Atlanta-GA-30315,5e7c9b6fccaa4a3ba0beb657,408900,2,2,1710,33.7249462,-84.3765884,rich,rich,rich,both
30315,1217-Redford-Dr-SE-Atlanta-GA-30315,5e7c96c5ccaa4a3ba0beb63a,122950,3,2,1025,33.685283,-84.3529315,poor,poor,poor,both
30315,2330-Burroughs-Ave-SE-Atlanta-GA-30315,5e7c9d09ccaa4a3ba0beb662,135364,3,1,950,33.6905249,-84.3709828,poor,poor,poor,both
30315,984-Welch-St-SE-Atlanta-GA-30315,5e7c8c2dccaa4a3ba0beb5fe,185000,3,2,1000,33.7081513,-84.3565258,medium,medium,medium,both
30315,2857-Forrest-Hills-Dr-SW-Atlanta-GA-30315,5e7c9032ccaa4a3ba0beb613,204900,3,2,1248,33.676933,-84.3996399,medium,medium,medium,both
30315,2025-Lakewood-Trl-SE-Atlanta-GA-30315,5e7c8af5ccaa4a3ba0beb5f7,199900,3,2,1040,33.6989728,-84.3777172,medium,medium,medium,both
30315,2326-Bagwell-Dr-SW-Atlanta-GA-30315,5e7c9944ccaa4a3ba0beb64a,79900,2,1,783,33.6912377,-84.3982033,poor,poor,poor,both
30315,1799-Richmond-Ave-SE-Atlanta-GA-30315,5e7c9a87ccaa4a3ba0beb652,229000,3,2,1400,33.7052057,-84.3750071,medium,medium,medium,both
30315,1004-Redford-Dr-SE-Atlanta-GA-30315,5e7c9564ccaa4a3ba0beb633,180000,3,2,1000,33.6882231,-84.3567722,medium,medium,medium,both
30315,2963-Diana-Dr-SW-Atlanta-GA-30315,5e7c97ecccaa4a3ba0beb642,110000,3,1,1000,33.6741381,-84.4119935,poor,poor,poor,both
30315,1102-Oak-Knoll-Ter-SE-Atlanta-GA-30315,5e7c8205ccaa4a3ba0beb5c3,159000,3,2,1124,33.708635,-84.377373,medium,medium,medium,both
30315,2146-Nelms-Dr-SW-Atlanta-GA-30315,5e7c945dccaa4a3ba0beb62e,199900,3,2,1105,33.6958245,-84.4004608,medium,medium,medium,both
30315,1883-Fremont-St-SE-Atlanta-GA-30315,5e7c8cafccaa4a3ba0beb601,156939,4,2,1348,33.7028524,-84.3787848,medium,medium,medium,both
30315,2131-Rhinehill-Rd-SE-Atlanta-GA-30315,5e7c980cccaa4a3ba0beb643,131621,3,2,1056,33.6960813,-84.3792365,poor,poor,poor,both
30315,2167-Burroughs-Ave-SE-Atlanta-GA-30315,5e7c9bbaccaa4a3ba0beb659,137370,3,1,1062,33.695064,-84.3714653,poor,poor,poor,both
30315,38-Adair-Ave-SE-Atlanta-GA-30315,5e7c95e4ccaa4a3ba0beb636,189900,3,2,804,33.7064903,-84.3869964,medium,medium,medium,both
30315,391-Pratt-Dr-SE-UNIT-705-Atlanta-GA-30315,5e7c92ebccaa4a3ba0beb625,408900,2,2,1710,33.7249462,-84.3765884,rich,rich,rich,both
30315,208-Adair-Ave-SE-Atlanta-GA-30315,5e7c88efccaa4a3ba0beb5eb,189500,3,2,1600,33.7064262,-84.3812689,medium,medium,medium,both
30315,1195-Milton-Ter-SE-APT-4302-Atlanta-GA-30315,5e7c8563ccaa4a3ba0beb5d6,199999,2,2,1064,33.7229732,-84.3818897,medium,medium,medium,both
30315,391-Pratt-Dr-43AKYM-Atlanta-GA-30315,5e7c9ac4ccaa4a3ba0beb653,453900,2,2,1493,33.7249462,-84.3765884,rich,rich,rich,both
30315,376-Ashwood-Ave-SW-Atlanta-GA-30315,5e7c95c5ccaa4a3ba0beb635,415000,3,3,2100,33.7048626,-84.4014081,rich,rich,rich,both
30315,2275-Polar-Rock-Ter-SW-Atlanta-GA-30315,5e7c9762ccaa4a3ba0beb63e,199000,3,2,1000,33.6923156,-84.3950836,medium,medium,medium,both
30315,2355-Leila-Ln-SE-Atlanta-GA-30315,5e7c82cfccaa4a3ba0beb5c8,55000,3,1,1175,33.6897212,-84.3552524,poor,poor,poor,both
30315,1330-Benteen-Park-Dr-SE-Atlanta-GA-30315,5e7c8bddccaa4a3ba0beb5fc,375000,3,3,1846,33.71585,-84.3611669,rich,rich,rich,both
30315,85-Meldon-Ave-SE-Atlanta-GA-30315,5e7c7f0fccaa4a3ba0beb5b2,94900,3,1,1232,33.7112919,-84.3872838,poor,poor,poor,both
30315,2297-Swallow-Cir-SE-Atlanta-GA-30315,5e7c8d2eccaa4a3ba0beb603,179900,3,2,1066,33.6943374,-84.3878175,medium,medium,medium,both
30315,957-Rebel-Forest-Dr-SE-Atlanta-GA-30315,5e7c885accaa4a3ba0beb5e7,161900,3,2,1000,33.6877339,-84.3584563,medium,medium,medium,both
30315,2266-Baywood-Dr-SE-Atlanta-GA-30315,5e7c971cccaa4a3ba0beb63c,149900,3,2,925,33.6921827,-84.3883101,medium,medium,medium,both
30315,31-Gould-St-SE-Atlanta-GA-30315,5e7c898accaa4a3ba0beb5ef,135000,4,2,1304,33.707046,-84.3771834,poor,poor,poor,both
30315,2014-Turner-Rd-SE-Atlanta-GA-30315,5e7c915accaa4a3ba0beb61a,149000,3,1,910,33.6989493,-84.3552113,medium,medium,medium,both
30315,395-Pratt-Drive-Ave-Atlanta-GA-30315,5e7c7fd5ccaa4a3ba0beb5b6,585900,3,3,2881,33.7249462,-84.3765884,rich,rich,rich,both
30315,1331-Miller-Reed-Ave-SE-Atlanta-GA-30315,5e7c8c61ccaa4a3ba0beb5ff,470000,4,3,1928,33.7181909,-84.3752946,rich,rich,rich,both
30315,1349-Miller-Reed-Ave-SE-Atlanta-GA-30315,5e7c8bb1ccaa4a3ba0beb5fb,369500,3,2,1008,33.717778,-84.3757873,rich,rich,rich,both
30315,370-Saint-Johns-Ave-SW-Atlanta-GA-30315,5e7c99caccaa4a3ba0beb64d,225000,3,2,816,33.699955,-84.401131,medium,medium,medium,both
30315,205-Bowen-Cir-SW-Atlanta-GA-30315,5e7c825bccaa4a3ba0beb5c5,388464,3,3.5,3912,33.7173231,-84.3954941,rich,rich,rich,both
30315,2306-Polar-Rock-Ter-SW-Atlanta-GA-30315,5e7c912accaa4a3ba0beb619,159900,3,1,936,33.691466,-84.394591,medium,medium,medium,both
30315,257-Banberry-Dr-SE-Atlanta-GA-30315,5e7c9c15ccaa4a3ba0beb65c,150501,3,1,1025,33.6878755,-84.3811868,medium,medium,medium,both
30315,2125-Burroughs-Ave-SE-Atlanta-GA-30315,5e7c9d2cccaa4a3ba0beb663,131208,3,1,1098,33.6962074,-84.3714756,poor,poor,poor,both
30315,998-Redford-Dr-SE-Atlanta-GA-30315,5e7c9bd7ccaa4a3ba0beb65a,95000,2,1,1000,33.688488,-84.357128,poor,poor,poor,both
30315,2879-4th-St-SW-Atlanta-GA-30315,5e7c827fccaa4a3ba0beb5c6,199900,3,2,1168,33.6757744,-84.4033647,medium,medium,medium,both
30315,2154-Lang-Dr-SW-Atlanta-GA-30315,5e7c948bccaa4a3ba0beb62f,177900,3,2,1100,33.6956194,-84.392087,medium,medium,medium,both
30315,435-Robinson-Ave-SE-Atlanta-GA-30315,5e7c841cccaa4a3ba0beb5cf,599888,4,3,1340,33.7282351,-84.3731593,rich,rich,rich,both
30315,461-Robinson-Ave-SE-Atlanta-GA-30315,5e7c8dc2ccaa4a3ba0beb606,509900,3,2,1450,33.7281977,-84.372338,rich,rich,rich,both
30315,2155-Forrest-Park-Rd-SE-Atlanta-GA-30315,5e7c84c2ccaa4a3ba0beb5d3,99900,5,1,1740,33.6953843,-84.3605716,poor,poor,poor,both
30315,1800-Bond-Dr-SW-Atlanta-GA-30315,5e7c99ebccaa4a3ba0beb64e,135900,3,1,875,33.7072887,-84.4017332,poor,poor,poor,both
30315,694-Banks-Ave-SW-Atlanta-GA-30315,5e7c89f3ccaa4a3ba0beb5f1,78900,2,1,986,33.6960077,-84.4112548,poor,poor,poor,both
30315,395-Pratt-Dr-SE-UNIT-806-Atlanta-GA-30315,5e9ea1706958536158e47d88,514900,3,3,2765,33.7249462,-84.3765884,rich,rich,rich,both
30315,30-Ormond-St-SE-Atlanta-GA-30315,5e7c8324ccaa4a3ba0beb5ca,349000,3,2,1312,33.7318651,-84.3869553,rich,rich,rich,both
30315,759-Martin-St-SE-Atlanta-GA-30315,5e7c9af3ccaa4a3ba0beb654,445000,4,3,2080,33.733839,-84.384402,rich,rich,rich,both
30315,642-Banks-Ave-SW-Atlanta-GA-30315,5e7c91afccaa4a3ba0beb61c,115000,3,2,1056,33.6960605,-84.4095312,poor,poor,poor,both
30315,395-Pratt-Dr-SE-FBE0PL-Atlanta-GA-30315,5e7c984fccaa4a3ba0beb644,413900,2,2,1710,33.7249462,-84.3765884,rich,rich,rich,both
30315,1851-Giben-Rd-SW-Atlanta-GA-30315,5e7c9615ccaa4a3ba0beb637,154900,3,2,875,33.7060742,-84.4008713,medium,medium,medium,both
30315,44-Lethea-St-SE-Atlanta-GA-30315,5e7c8a7fccaa4a3ba0beb5f4,279900,3,3,1450,33.710467,-84.3787027,rich,rich,rich,both
30315,753-Fraser-St-SE-Atlanta-GA-30315,5e7c8a51ccaa4a3ba0beb5f3,619900,4,3,2062,33.73407,-84.386691,rich,rich,rich,both
30315,344-Ormond-St-SE-Atlanta-GA-30315,5e7c811dccaa4a3ba0beb5be,724900,3,3,2784,33.7316487,-84.3764443,rich,rich,rich,both
30315,890-Grange-Ct-SE-Atlanta-GA-30315,5e7c93c4ccaa4a3ba0beb62b,129000,3,1,900,33.701055,-84.3612904,poor,poor,poor,both
30315,1569-Elleby-Rd-SE-Atlanta-GA-30315,5e7c858bccaa4a3ba0beb5d7,339900,3,3,1686,33.7117846,-84.3617422,rich,rich,rich,both
